product_id,product_name,country,base_price,current_selling,current_markup_pct,markup_if_single_orig,markup_if_doubled_orig,corrected_selling_if_doubled
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",CH,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",DE,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",FR,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",GB,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",IE,228.00,462.50,102.85,79.85,56.85,410.06
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",KE,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",MT,228.00,446.88,96.00,73.00,50.00,394.44
1785a953-c9da-46e3-91ae-f4a0748c9656,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Moisturizing Conditioner For Dry Hair(200 ml)| No Nasties| CGM Friendly| Silicone Free",US,228.00,446.88,96.00,73.00,50.00,394.44
87517628-2e1f-438e-b803-4214de2fb972,"Alps Goodness Coconut, Argan Oil & Hyaluronic Acid Hydrating & Nourishing Shampoo for Dry Hair & Frizzy Hair (290 ml)",IE,210.00,422.10,101.00,78.00,55.00,373.80
08da87c6-6718-4735-8d93-adbbc7f749d1,"Alps Goodness Fenugreek Biotin & Redensyl Anti Hairfall Shampoo (290 ml) | Methi Hairloss Control Shampoo For All Hair Types | Sulphate, Silicone & Paraben Free | Gentle & Mild Cleansing Shampoo| Vegan",IE,243.98,494.93,102.86,79.86,56.86,438.81
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,AL,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,CH,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,DE,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,FR,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,GB,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,IE,249.00,505.10,102.85,79.85,56.85,447.83
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,KE,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,MT,249.00,488.04,96.00,73.00,50.00,430.77
941833b4-90ab-422e-987f-4e8d40bb412e,Alps Goodness Fermented Rice Water 100 ml,US,249.00,488.04,96.00,73.00,50.00,430.77
569fb053-a548-42b2-a48a-3544bbbdf711,Alps Goodness Flaxseed Gel with Rosemary Hair Mask 300 ml | For Hair growth & Frizz| Made with Rosemary Oil | Curly Hair Gel | Conditioner & Hair Mask,IE,299.00,606.53,102.85,79.85,56.85,537.76
7917fb9f-3a1e-49ac-b335-924deb0cb98c,Alps Goodness Intensive Scalp Treatment Duo 5% Rosemary Hair Oil 105 ml + 0.5 mm Derma Roller,IE,749.00,1505.49,101.00,78.00,55.00,1333.22
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,AL,119.00,233.24,96.00,73.00,50.00,205.87
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,CH,119.00,233.24,96.00,73.00,50.00,205.87
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,DE,119.00,233.24,96.00,73.00,50.00,205.87
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,FR,119.00,233.24,96.00,73.00,50.00,205.87
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,GB,119.00,233.24,96.00,73.00,50.00,205.87
edc8ae6a-525e-43de-851a-2be4e479465b,Alps Goodness Powder Amla 50 gm,IE,119.00,239.19,101.00,78.00,55.00,211.82
